bioguide,name,committee_id,committee_type,committee_name,committee_subcommittee_name,party,title,rank,chamber
F000463,Deb Fischer,SSAP17,senate subcommittee,Senate Committee on Appropriations,"Department of Interior, Environment, and Related Agencies",majority,,5,
M001190,Markwayne Mullin,SSAP17,senate subcommittee,Senate Committee on Appropriations,"Department of Interior, Environment, and Related Agencies",majority,,6,
R000605,Mike Rounds,SSAP17,senate subcommittee,Senate Committee on Appropriations,"Department of Interior, Environment, and Related Agencies",majority,,7,
C001035,Susan M. Collins,SSAP17,senate subcommittee,Senate Committee on Appropriations,"Department of Interior, Environment, and Related Agencies",majority,Ex Officio,8,
M001176,Jeff Merkley,SSAP17,senate subcommittee,Senate Committee on Appropriations,"Department of Interior, Environment, and Related Agencies",minority,Ranking Member,1,
V000128,Chris Van Hollen,SSAP17,senate subcommittee,Senate Committee on Appropriations,"Department of Interior, Environment, and Related Agencies",minority,,2,
H001046,Martin Heinrich,SSAP17,senate subcommittee,Senate Committee on Appropriations,"Department of Interior, Environment, and Related Agencies",minority,,3,
B001230,Tammy Baldwin,SSAP17,senate subcommittee,Senate Committee on Appropriations,"Department of Interior, Environment, and Related Agencies",minority,,4,
G000555,Kirsten E. Gillibrand,SSAP17,senate subcommittee,Senate Committee on Appropriations,"Department of Interior, Environment, and Related Agencies",minority,,5,
O000174,Jon Ossoff,SSAP17,senate subcommittee,Senate Committee on Appropriations,"Department of Interior, Environment, and Related Agencies",minority,,6,
M001111,Patty Murray,SSAP17,senate subcommittee,Senate Committee on Appropriations,"Department of Interior, Environment, and Related Agencies",minority,Ex Officio,7,
C001047,Shelley Moore Capito,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",majority,Chairman,1,
G000359,Lindsey Graham,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",majority,,2,
M000934,Jerry Moran,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",majority,,3,
K000393,John Kennedy,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",majority,,4,
H001079,Cindy Hyde-Smith,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",majority,,5,
B001236,John Boozman,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",majority,,6,
B001319,Katie Boyd Britt,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",majority,,7,
M001190,Markwayne Mullin,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",majority,,8,
R000605,Mike Rounds,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",majority,,9,
C001035,Susan M. Collins,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",majority,Ex Officio,10,
B001230,Tammy Baldwin,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",minority,Ranking Member,1,
M001111,Patty Murray,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",minority,,2,
D000563,Richard J. Durbin,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",minority,,3,
R000122,Jack Reed,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",minority,,4,
S001181,Jeanne Shaheen,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",minority,,5,
M001176,Jeff Merkley,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",minority,,6,
S001194,Brian Schatz,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",minority,,7,
M001169,Christopher Murphy,SSAP18,senate subcommittee,Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",minority,,8,
M001190,Markwayne Mullin,SSAP08,senate subcommittee,Senate Committee on Appropriations,Legislative Branch,majority,Chairman,1,
F000463,Deb Fischer,SSAP08,senate subcommittee,Senate Committee on Appropriations,Legislative Branch,majority,,2,
R000605,Mike Rounds,SSAP08,senate subcommittee,Senate Committee on Appropriations,Legislative Branch,majority,,3,
C001035,Susan M. Collins,SSAP08,senate subcommittee,Senate Committee on Appropriations,Legislative Branch,majority,Ex Officio,4,
H001046,Martin Heinrich,SSAP08,senate subcommittee,Senate Committee on Appropriations,Legislative Branch,minority,Ranking Member,1,
O000174,Jon Ossoff,SSAP08,senate subcommittee,Senate Committee on Appropriations,Legislative Branch,minority,,2,
M001111,Patty Murray,SSAP08,senate subcommittee,Senate Committee on Appropriations,Legislative Branch,minority,Ex Officio,3,
B001236,John Boozman,SSAP19,senate subcommittee,Senate Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",majority,Chairman,1,
M000355,Mitch McConnell,SSAP19,senate subcommittee,Senate Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",majority,,2,
M001153,Lisa Murkowski,SSAP19,senate subcommittee,Senate Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",majority,,3,
H001061,John Hoeven,SSAP19,senate subcommittee,Senate Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",majority,,4,
C001035,Susan M. Collins,SSAP19,senate subcommittee,Senate Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",majority,,5,
H000601,Bill Hagerty,SSAP19,senate subcommittee,Senate Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",majority,,6,
F000463,Deb Fischer,SSAP19,senate subcommittee,Senate Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",majority,,7,
R000605,Mike Rounds,SSAP19,senate subcommittee,Senate Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",majority,,8,
H001079,Cindy Hyde-Smith,SSAP19,senate subcommittee,Senate Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",majority,,9,
O000174,Jon Ossoff,SSAP19,senate subcommittee,Senate Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",minority,Ranking Member,1,
M001111,Patty Murray,SSAP19,senate subcommittee,Senate Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",minority,,2,
R000122,Jack Reed,SSAP19,senate subcommittee,Senate Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",minority,,3,
S001194,Brian Schatz,SSAP19,senate subcommittee,Senate Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",minority,,4,
B001230,Tammy Baldwin,SSAP19,senate subcommittee,Senate Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",minority,,5,
H001046,Martin Heinrich,SSAP19,senate subcommittee,Senate Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",minority,,6,
P000595,Gary C. Peters,SSAP19,senate subcommittee,Senate Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",minority,,7,
G000555,Kirsten E. Gillibrand,SSAP19,senate subcommittee,Senate Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",minority,,8,
G000359,Lindsey Graham,SSAP20,senate subcommittee,Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",majority,Chairman,1,
M000355,Mitch McConnell,SSAP20,senate subcommittee,Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",majority,,2,
B001236,John Boozman,SSAP20,senate subcommittee,Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",majority,,3,
M000934,Jerry Moran,SSAP20,senate subcommittee,Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",majority,,4,
H000601,Bill Hagerty,SSAP20,senate subcommittee,Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",majority,,5,
B001319,Katie Boyd Britt,SSAP20,senate subcommittee,Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",majority,,6,
M001190,Markwayne Mullin,SSAP20,senate subcommittee,Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",majority,,7,
C001035,Susan M. Collins,SSAP20,senate subcommittee,Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",majority,Ex Officio,8,
S001194,Brian Schatz,SSAP20,senate subcommittee,Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",minority,Ranking Member,1,
D000563,Richard J. Durbin,SSAP20,senate subcommittee,Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",minority,,2,
S001181,Jeanne Shaheen,SSAP20,senate subcommittee,Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",minority,,3,
C001088,Christopher A. Coons,SSAP20,senate subcommittee,Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",minority,,4,
M001176,Jeff Merkley,SSAP20,senate subcommittee,Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",minority,,5,
M001169,Christopher Murphy,SSAP20,senate subcommittee,Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",minority,,6,
M001111,Patty Murray,SSAP20,senate subcommittee,Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",minority,Ex Officio,7,
H001079,Cindy Hyde-Smith,SSAP24,senate subcommittee,Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",majority,Chairman,1,
C001035,Susan M. Collins,SSAP24,senate subcommittee,Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",majority,,2,
B001236,John Boozman,SSAP24,senate subcommittee,Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",majority,,3,
C001047,Shelley Moore Capito,SSAP24,senate subcommittee,Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",majority,,4,
G000359,Lindsey Graham,SSAP24,senate subcommittee,Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",majority,,5,
H001061,John Hoeven,SSAP24,senate subcommittee,Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",majority,,6,
K000393,John Kennedy,SSAP24,senate subcommittee,Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",majority,,7,
M000934,Jerry Moran,SSAP24,senate subcommittee,Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",majority,,8,
B001319,Katie Boyd Britt,SSAP24,senate subcommittee,Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",majority,,9,
G000555,Kirsten E. Gillibrand,SSAP24,senate subcommittee,Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",minority,Ranking Member,1,
M001111,Patty Murray,SSAP24,senate subcommittee,Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",minority,,2,
D000563,Richard J. Durbin,SSAP24,senate subcommittee,Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",minority,,3,
R000122,Jack Reed,SSAP24,senate subcommittee,Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",minority,,4,
C001088,Christopher A. Coons,SSAP24,senate subcommittee,Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",minority,,5,
S001194,Brian Schatz,SSAP24,senate subcommittee,Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",minority,,6,
M001169,Christopher Murphy,SSAP24,senate subcommittee,Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",minority,,7,
V000128,Chris Van Hollen,SSAP24,senate subcommittee,Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",minority,,8,
W000437,Roger F. Wicker,SSAS,senate,Senate Committee on Armed Services,,majority,Chairman,1,
F000463,Deb Fischer,SSAS,senate,Senate Committee on Armed Services,,majority,,2,
C001095,Tom Cotton,SSAS,senate,Senate Committee on Armed Services,,majority,,3,
R000605,Mike Rounds,SSAS,senate,Senate Committee on Armed Services,,majority,,4,
E000295,Joni Ernst,SSAS,senate,Senate Committee on Armed Services,,majority,,5,
S001198,Dan Sullivan,SSAS,senate,Senate Committee on Armed Services,,majority,,6,
